checking_account_status,duration,credit_history,purpose,credit_amount,savings,present_employment,installment_rate,personal,other_debtors,present_residence,property,age,other_installment_plans,housing,existing_credits,job,dependents,telephone,foreign_worker,customer_type,sex,checking_account_exists,savings_account_exists
A11,12,A32,new car,1372.0,A61,A74,2.0,A91,none,3.0,A123,36.0,none,own,1.0,skilled_employee,1,0,1,0,1,1,1
A14,24,A34,radio/television,2578.0,A64,A75,2.0,A93,none,2.0,A123,34.0,none,own,1.0,skilled_employee,1,0,1,1,1,0,1
A12,48,A32,radio/television,3979.0,A65,A74,4.0,A93,none,1.0,A123,41.0,none,own,2.0,skilled_employee,2,1,1,1,1,1,0
A11,48,A32,radio/television,6758.0,A61,A73,3.0,A92,none,2.0,A123,31.0,none,own,1.0,skilled_employee,1,1,1,0,0,1,1
A11,24,A32,furniture/equipment,3234.0,A61,A72,4.0,A92,none,4.0,A121,23.0,none,rent,1.0,unskilled-resident,1,1,1,0,0,1,1
A14,30,A34,radio/television,5954.0,A61,A74,3.0,A93,co-applicant,2.0,A123,38.0,none,own,1.0,skilled_employee,1,0,1,1,1,0,1
A14,24,A32,used car,5433.0,A65,A71,2.0,A92,none,4.0,A122,26.0,none,rent,1.0,management/self-employed,1,1,1,1,0,0,0
A11,15,A32,business,806.0,A61,A73,4.0,A92,none,4.0,A122,22.0,none,own,1.0,unskilled-resident,1,0,1,1,0,1,1
A12,9,A32,radio/television,1082.0,A61,A75,4.0,A93,none,4.0,A123,27.0,none,own,2.0,unskilled-resident,1,0,1,1,1,1,1
A14,15,A34,furniture/equipment,2788.0,A61,A74,2.0,A92,co-applicant,3.0,A123,24.0,bank,own,2.0,skilled_employee,1,0,1,1,0,0,1
A12,12,A32,radio/television,2930.0,A61,A74,2.0,A92,none,1.0,A121,27.0,none,own,1.0,skilled_employee,1,0,1,1,0,1,1
A14,24,A34,education,1927.0,A65,A73,3.0,A92,none,2.0,A123,33.0,none,own,2.0,skilled_employee,1,1,1,1,0,0,0
A12,36,A34,new car,2820.0,A61,A72,4.0,A91,none,4.0,A123,27.0,none,own,2.0,skilled_employee,1,0,1,0,1,1,1
A14,24,A32,retraining,937.0,A61,A72,4.0,A94,none,3.0,A123,27.0,none,own,2.0,unskilled-resident,1,0,1,1,1,0,1
A12,18,A34,new car,1056.0,A61,A75,3.0,A93,guarantor,3.0,A121,30.0,bank,own,2.0,skilled_employee,1,0,1,0,1,1,1
A12,12,A34,new car,3124.0,A61,A72,1.0,A93,none,3.0,A121,49.0,bank,own,2.0,unskilled-resident,2,0,1,1,1,1,1
A14,9,A32,furniture/equipment,1388.0,A61,A73,4.0,A92,none,2.0,A121,26.0,none,rent,1.0,skilled_employee,1,0,1,1,0,0,1
A12,36,A32,repairs,2384.0,A61,A72,4.0,A93,none,1.0,A124,33.0,none,rent,1.0,unskilled-resident,1,0,1,0,1,1,1
A14,12,A32,new car,2133.0,A65,A75,4.0,A92,none,4.0,A124,52.0,none,free,1.0,management/self-employed,1,1,1,1,0,0,0
A11,18,A32,furniture/equipment,2039.0,A61,A73,1.0,A92,none,4.0,A121,20.0,bank,rent,1.0,skilled_employee,1,0,1,0,0,1,1
A11,9,A34,new car,2799.0,A61,A73,2.0,A93,none,2.0,A121,36.0,none,rent,2.0,skilled_employee,2,0,1,1,1,1,1
A11,12,A32,furniture/equipment,1289.0,A61,A73,4.0,A93,guarantor,1.0,A122,21.0,none,own,1.0,unskilled-resident,1,0,1,1,1,1,1
A11,18,A32,domestic appliances,1217.0,A61,A73,4.0,A94,none,3.0,A121,47.0,none,own,1.0,unskilled-resident,1,1,1,0,1,1,1
A11,12,A34,furniture/equipment,2246.0,A61,A75,3.0,A93,none,3.0,A122,60.0,none,own,2.0,skilled_employee,1,0,1,0,1,1,1
A11,12,A34,radio/television,385.0,A61,A74,4.0,A92,none,3.0,A121,58.0,none,own,4.0,unskilled-resident,1,1,1,1,0,1,1
A12,24,A33,new car,1965.0,A65,A73,4.0,A92,none,4.0,A123,42.0,none,rent,2.0,skilled_employee,1,1,1,1,0,1,0
A14,21,A32,business,1572.0,A64,A75,4.0,A92,none,4.0,A121,36.0,bank,own,1.0,unskilled-resident,1,0,1,1,0,0,1
A12,24,A32,new car,2718.0,A61,A73,3.0,A92,none,4.0,A122,20.0,none,rent,1.0,unskilled-resident,1,1,1,0,0,1,1
A11,24,A31,others,1358.0,A65,A75,4.0,A93,none,3.0,A123,40.0,stores,own,1.0,management/self-employed,1,1,1,0,1,1,0
A12,6,A31,new car,931.0,A62,A72,1.0,A92,none,1.0,A122,32.0,stores,own,1.0,unskilled-resident,1,0,1,0,0,1,1
A11,24,A32,new car,1442.0,A61,A74,4.0,A92,none,4.0,A123,23.0,none,rent,2.0,skilled_employee,1,0,1,0,0,1,1
A12,24,A30,business,4241.0,A61,A73,1.0,A93,none,4.0,A121,36.0,none,own,3.0,unskilled-resident,1,1,1,0,1,1,1
A14,18,A34,new car,2775.0,A61,A74,2.0,A93,none,2.0,A122,31.0,bank,own,2.0,skilled_employee,1,0,1,0,1,0,1
A14,24,A33,business,3863.0,A61,A73,1.0,A93,none,2.0,A124,32.0,none,free,1.0,skilled_employee,1,0,1,1,1,0,1
A12,7,A32,radio/television,2329.0,A61,A72,1.0,A92,guarantor,1.0,A121,45.0,none,own,1.0,skilled_employee,1,0,1,1,0,1,1
A12,9,A32,furniture/equipment,918.0,A61,A73,4.0,A92,none,1.0,A122,30.0,none,own,1.0,skilled_employee,1,0,1,0,0,1,1
A12,24,A31,education,1837.0,A61,A74,4.0,A92,none,4.0,A124,34.0,bank,free,1.0,unskilled-resident,1,0,1,0,0,1,1
A14,36,A32,furniture/equipment,3349.0,A61,A73,4.0,A92,none,2.0,A123,28.0,none,own,1.0,management/self-employed,1,1,1,0,0,0,1
A13,10,A32,furniture/equipment,1275.0,A61,A72,4.0,A92,none,2.0,A122,23.0,none,own,1.0,skilled_employee,1,0,1,1,0,1,1
A11,24,A31,furniture/equipment,2828.0,A63,A73,4.0,A93,none,4.0,A121,22.0,stores,own,1.0,skilled_employee,1,1,1,1,1,1,1
A14,24,A34,business,4526.0,A61,A73,3.0,A93,none,2.0,A121,74.0,none,own,1.0,management/self-employed,1,1,1,1,1,0,1
A12,36,A32,radio/television,2671.0,A62,A73,4.0,A92,co-applicant,4.0,A124,50.0,none,free,1.0,skilled_employee,1,0,1,0,0,1,1
A14,18,A32,radio/television,2051.0,A61,A72,4.0,A93,none,1.0,A121,33.0,none,own,1.0,skilled_employee,1,0,1,1,1,0,1
A14,15,A32,used car,1300.0,A65,A75,4.0,A93,none,4.0,A124,45.0,bank,free,1.0,skilled_employee,2,0,1,1,1,0,0
A11,12,A32,domestic appliances,741.0,A62,A71,4.0,A92,none,3.0,A122,22.0,none,own,1.0,skilled_employee,1,0,1,0,0,1,1
A13,10,A32,new car,1240.0,A62,A75,1.0,A92,none,4.0,A124,48.0,none,free,1.0,unskilled-resident,2,0,1,0,0,1,1
A11,21,A32,radio/television,3357.0,A64,A72,4.0,A92,none,2.0,A123,29.0,bank,own,1.0,skilled_employee,1,0,1,1,0,1,1
A11,24,A31,used car,3632.0,A61,A73,1.0,A92,guarantor,4.0,A123,22.0,bank,rent,1.0,skilled_employee,1,0,0,1,0,1,1
A14,18,A33,furniture/equipment,1808.0,A61,A74,4.0,A92,none,1.0,A121,22.0,none,own,1.0,skilled_employee,1,0,1,0,0,0,1
A12,48,A30,business,12204.0,A65,A73,2.0,A93,none,2.0,A123,48.0,bank,own,1.0,management/self-employed,1,1,1,1,1,1,0
A12,60,A33,radio/television,9157.0,A65,A73,2.0,A93,none,2.0,A124,27.0,none,free,1.0,management/self-employed,1,0,1,1,1,1,0
A11,6,A34,new car,3676.0,A61,A73,1.0,A93,none,3.0,A121,37.0,none,rent,3.0,skilled_employee,2,0,1,1,1,1,1
A12,30,A32,furniture/equipment,3441.0,A62,A73,2.0,A92,co-applicant,4.0,A123,21.0,none,rent,1.0,skilled_employee,1,0,1,0,0,1,1
A14,12,A32,new car,640.0,A61,A73,4.0,A91,none,2.0,A121,49.0,none,own,1.0,unskilled-resident,1,0,1,1,1,0,1
A12,21,A34,business,3652.0,A61,A74,2.0,A93,none,3.0,A122,27.0,none,own,2.0,skilled_employee,1,0,1,1,1,1,1
A14,18,A34,new car,1530.0,A61,A73,3.0,A93,none,2.0,A122,32.0,bank,own,2.0,skilled_employee,1,0,1,0,1,0,1
A14,48,A32,business,3914.0,A65,A73,4.0,A91,none,2.0,A121,38.0,bank,own,1.0,skilled_employee,1,0,1,0,1,0,0
A11,12,A32,furniture/equipment,1858.0,A61,A72,4.0,A92,none,1.0,A123,22.0,none,rent,1.0,skilled_employee,1,0,1,1,0,1,1
A11,18,A32,radio/television,2600.0,A61,A73,4.0,A93,none,4.0,A124,65.0,none,free,2.0,skilled_employee,1,0,1,0,1,1,1
A14,15,A32,radio/television,1979.0,A65,A75,4.0,A93,none,2.0,A123,35.0,none,own,1.0,skilled_employee,1,0,1,1,1,0,0
A13,6,A32,furniture/equipment,2116.0,A61,A73,2.0,A93,none,2.0,A121,41.0,none,own,1.0,skilled_employee,1,1,1,1,1,1,1
A12,9,A31,new car,1437.0,A62,A74,2.0,A93,none,3.0,A124,29.0,none,own,1.0,skilled_employee,1,0,1,0,1,1,1
A14,42,A34,furniture/equipment,4042.0,A63,A73,4.0,A93,none,4.0,A121,36.0,none,own,2.0,skilled_employee,1,1,1,1,1,0,1
A14,9,A32,education,3832.0,A65,A75,1.0,A93,none,4.0,A121,64.0,none,own,1.0,unskilled-resident,1,0,1,1,1,0,0
A11,24,A32,radio/television,3660.0,A61,A73,2.0,A92,none,4.0,A123,28.0,none,own,1.0,skilled_employee,1,0,1,1,0,1,1
A11,18,A31,furniture/equipment,1553.0,A61,A73,4.0,A93,none,3.0,A123,44.0,bank,own,1.0,skilled_employee,1,0,1,0,1,1,1
A12,15,A32,radio/television,1444.0,A65,A72,4.0,A93,none,1.0,A122,23.0,none,own,1.0,skilled_employee,1,0,1,1,1,1,0
A14,9,A32,furniture/equipment,1980.0,A61,A72,2.0,A92,co-applicant,2.0,A123,19.0,none,rent,2.0,skilled_employee,1,0,1,0,0,0,1
A12,24,A32,new car,1355.0,A61,A72,3.0,A92,none,4.0,A123,25.0,none,own,1.0,unskilled-resident,1,1,1,0,0,1,1
A14,12,A32,education,1393.0,A61,A75,4.0,A93,none,4.0,A122,47.0,bank,own,3.0,skilled_employee,2,1,1,1,1,0,1
A14,24,A32,radio/television,1376.0,A63,A74,4.0,A92,none,1.0,A123,28.0,none,own,1.0,skilled_employee,1,0,1,1,0,0,1
A14,60,A33,radio/television,15653.0,A61,A74,2.0,A93,none,4.0,A123,21.0,none,own,2.0,skilled_employee,1,1,1,1,1,0,1
A14,12,A32,radio/television,1493.0,A61,A72,4.0,A92,none,3.0,A123,34.0,none,own,1.0,skilled_employee,2,0,1,1,0,0,1
A11,42,A33,radio/television,4370.0,A61,A74,3.0,A93,none,2.0,A122,26.0,bank,own,2.0,skilled_employee,2,1,1,0,1,1,1
A11,18,A32,education,750.0,A61,A71,4.0,A92,none,1.0,A121,27.0,none,own,1.0,unemployed/unskilled,1,0,1,0,0,1,1
A12,15,A32,repairs,1308.0,A61,A75,4.0,A93,none,4.0,A123,38.0,none,own,2.0,unskilled-resident,1,0,1,1,1,1,1
A14,15,A32,education,4623.0,A62,A73,3.0,A93,none,2.0,A122,40.0,none,own,1.0,management/self-employed,1,1,1,0,1,0,1
A14,24,A34,radio/television,1851.0,A61,A74,4.0,A94,guarantor,2.0,A123,33.0,none,own,2.0,skilled_employee,1,1,1,1,1,0,1
A11,18,A34,radio/television,1880.0,A61,A74,4.0,A94,none,1.0,A122,32.0,none,own,2.0,management/self-employed,1,1,1,1,1,1,1
A14,36,A33,business,7980.0,A65,A72,4.0,A93,none,4.0,A123,27.0,none,rent,2.0,skilled_employee,1,1,1,0,1,0,0
A11,30,A30,furniture/equipment,4583.0,A61,A73,2.0,A91,guarantor,2.0,A121,32.0,none,own,2.0,skilled_employee,1,0,1,1,1,1,1
A14,12,A32,new car,1386.0,A63,A73,2.0,A92,none,2.0,A122,26.0,none,own,1.0,skilled_employee,1,0,1,0,0,0,1
A13,24,A32,new car,947.0,A61,A74,4.0,A93,none,3.0,A124,38.0,bank,free,1.0,skilled_employee,2,0,1,0,1,1,1
A11,12,A32,education,684.0,A61,A73,4.0,A93,none,4.0,A123,40.0,none,rent,1.0,unskilled-resident,2,0,1,0,1,1,1
A11,48,A32,education,7476.0,A61,A74,4.0,A93,none,1.0,A124,50.0,none,free,1.0,management/self-employed,1,1,1,1,1,1,1
A12,12,A32,furniture/equipment,1922.0,A61,A73,4.0,A93,none,2.0,A122,37.0,none,own,1.0,unskilled-resident,1,0,1,0,1,1,1
A11,24,A32,new car,2303.0,A61,A75,4.0,A93,co-applicant,1.0,A121,45.0,none,own,1.0,skilled_employee,1,0,1,0,1,1,1
A12,36,A33,new car,8086.0,A62,A75,2.0,A93,none,4.0,A123,42.0,none,own,4.0,management/self-employed,1,1,1,0,1,1,1
A14,24,A34,used car,2346.0,A61,A74,4.0,A93,none,3.0,A123,35.0,none,own,2.0,skilled_employee,1,1,1,1,1,0,1
A11,14,A32,new car,3973.0,A61,A71,1.0,A93,none,4.0,A124,22.0,none,free,1.0,skilled_employee,1,0,1,1,1,1,1
A12,12,A32,new car,888.0,A61,A75,4.0,A93,none,4.0,A123,41.0,bank,own,1.0,unskilled-resident,2,0,1,0,1,1,1
A14,48,A32,radio/television,10222.0,A65,A74,4.0,A93,none,3.0,A123,37.0,stores,own,1.0,skilled_employee,1,1,1,1,1,0,0
A12,30,A30,business,4221.0,A61,A73,2.0,A92,none,1.0,A123,28.0,none,own,2.0,skilled_employee,1,0,1,1,0,1,1
A12,18,A34,furniture/equipment,6361.0,A61,A75,2.0,A93,none,1.0,A124,41.0,none,own,1.0,skilled_employee,1,1,1,1,1,1,1
A13,12,A32,radio/television,1297.0,A61,A73,3.0,A94,none,4.0,A121,23.0,none,rent,1.0,skilled_employee,1,0,1,1,1,1,1
A11,12,A32,new car,900.0,A65,A73,4.0,A94,none,2.0,A123,23.0,none,own,1.0,skilled_employee,1,0,1,0,1,1,0
A14,21,A32,furniture/equipment,2241.0,A61,A75,4.0,A93,none,2.0,A121,50.0,none,own,2.0,skilled_employee,1,0,1,1,1,0,1
A12,6,A33,furniture/equipment,1050.0,A61,A71,4.0,A93,none,1.0,A122,35.0,stores,own,2.0,management/self-employed,1,1,1,1,1,1,1
A13,6,A34,education,1047.0,A61,A73,2.0,A92,none,4.0,A122,50.0,none,own,1.0,unskilled-resident,1,0,1,1,0,1,1
A14,24,A34,others,6314.0,A61,A71,4.0,A93,co-applicant,2.0,A124,27.0,bank,own,2.0,management/self-employed,1,1,1,1,1,0,1
A12,30,A31,furniture/equipment,3496.0,A64,A73,4.0,A93,none,2.0,A123,34.0,stores,own,1.0,skilled_employee,2,1,1,1,1,1,1
A14,48,A31,business,3609.0,A61,A73,1.0,A92,none,1.0,A121,27.0,stores,own,1.0,skilled_employee,1,0,1,1,0,0,1
A11,12,A34,new car,4843.0,A61,A75,3.0,A93,co-applicant,4.0,A122,43.0,none,rent,2.0,skilled_employee,1,1,1,0,1,1,1
A13,30,A34,radio/television,3017.0,A61,A75,4.0,A93,none,4.0,A122,47.0,none,own,1.0,skilled_employee,1,0,1,1,1,1,1
A14,24,A34,business,4139.0,A62,A73,3.0,A93,none,3.0,A122,27.0,none,own,2.0,unskilled-resident,1,1,1,1,1,0,1
A14,36,A32,business,5742.0,A62,A74,2.0,A93,none,2.0,A123,31.0,none,own,2.0,skilled_employee,1,1,1,1,1,0,1
A14,60,A32,new car,10366.0,A61,A75,2.0,A93,none,4.0,A122,42.0,none,own,1.0,management/self-employed,1,1,1,1,1,0,1
A14,6,A34,new car,2080.0,A63,A73,1.0,A94,none,2.0,A123,24.0,none,own,1.0,skilled_employee,1,0,1,1,1,0,1
A14,21,A33,business,2580.0,A63,A72,4.0,A93,none,2.0,A121,41.0,bank,own,1.0,unskilled-resident,2,0,1,0,1,0,1
A14,30,A34,radio/television,4530.0,A61,A74,4.0,A92,none,4.0,A123,26.0,none,rent,1.0,management/self-employed,1,1,1,1,0,0,1
A14,24,A34,furniture/equipment,5150.0,A61,A75,4.0,A93,none,4.0,A123,33.0,none,own,1.0,skilled_employee,1,1,1,1,1,0,1
A12,72,A32,radio/television,5595.0,A62,A73,2.0,A94,none,2.0,A123,24.0,none,own,1.0,skilled_employee,1,0,1,0,1,1,1
A11,24,A32,radio/television,2384.0,A61,A75,4.0,A93,none,4.0,A121,64.0,bank,rent,1.0,unskilled-resident,1,0,1,1,1,1,1
A14,18,A32,radio/television,1453.0,A61,A72,3.0,A92,none,1.0,A121,26.0,none,own,1.0,skilled_employee,1,0,1,1,0,0,1
A14,6,A32,education,1538.0,A61,A72,1.0,A92,none,2.0,A124,56.0,none,own,1.0,skilled_employee,1,0,1,1,0,0,1
A14,12,A32,radio/television,2279.0,A65,A73,4.0,A93,none,4.0,A124,37.0,none,free,1.0,skilled_employee,1,1,1,1,1,0,0
A14,15,A33,radio/television,1478.0,A61,A73,4.0,A94,none,3.0,A121,33.0,bank,own,2.0,skilled_employee,1,0,1,1,1,0,1
A14,24,A34,radio/television,5103.0,A61,A72,3.0,A94,none,3.0,A124,47.0,none,free,3.0,skilled_employee,1,1,1,1,1,0,1
A12,36,A33,business,9857.0,A62,A74,1.0,A93,none,3.0,A122,31.0,none,own,2.0,unskilled-resident,2,1,1,1,1,1,1
A14,60,A32,new car,6527.0,A65,A73,4.0,A93,none,4.0,A124,34.0,none,free,1.0,skilled_employee,2,1,1,1,1,0,0
A13,10,A34,radio/television,1347.0,A65,A74,4.0,A93,none,2.0,A122,27.0,none,own,2.0,skilled_employee,1,1,1,1,1,1,0
A12,36,A33,new car,2862.0,A62,A75,4.0,A93,none,3.0,A124,30.0,none,free,1.0,skilled_employee,1,0,1,1,1,1,1
A14,9,A32,radio/television,2753.0,A62,A75,3.0,A93,co-applicant,4.0,A123,35.0,none,own,1.0,skilled_employee,1,1,1,1,1,0,1
A11,12,A32,new car,3651.0,A64,A73,1.0,A93,none,3.0,A122,31.0,none,own,1.0,skilled_employee,2,0,1,1,1,1,1
A11,15,A34,furniture/equipment,975.0,A61,A73,2.0,A91,none,3.0,A122,25.0,none,own,2.0,skilled_employee,1,0,1,1,1,1,1
A12,15,A32,repairs,2631.0,A62,A73,3.0,A92,none,2.0,A121,25.0,none,own,1.0,unskilled-resident,1,0,1,1,0,1,1
A12,24,A32,radio/television,2896.0,A62,A72,2.0,A93,none,1.0,A123,29.0,none,own,1.0,skilled_employee,1,0,1,1,1,1,1
A11,6,A34,new car,4716.0,A65,A72,1.0,A93,none,3.0,A121,44.0,none,own,2.0,unskilled-resident,2,0,1,1,1,1,0
A14,24,A32,radio/television,2284.0,A61,A74,4.0,A93,none,2.0,A123,28.0,none,own,1.0,skilled_employee,1,1,1,1,1,0,1
A14,6,A32,used car,1236.0,A63,A73,2.0,A93,none,4.0,A122,50.0,none,rent,1.0,skilled_employee,1,0,1,1,1,0,1
A12,12,A32,radio/television,1103.0,A61,A74,4.0,A93,guarantor,3.0,A121,29.0,none,own,2.0,skilled_employee,1,0,0,1,1,1,1
A14,12,A34,new car,926.0,A61,A71,1.0,A92,none,2.0,A122,38.0,none,own,1.0,unemployed/unskilled,1,0,1,1,0,0,1
A14,18,A34,radio/television,1800.0,A61,A73,4.0,A93,none,2.0,A123,24.0,none,own,2.0,skilled_employee,1,0,1,1,1,0,1
A13,15,A32,education,1905.0,A61,A75,4.0,A93,none,4.0,A123,40.0,none,rent,1.0,management/self-employed,1,1,1,1,1,1,1
A14,12,A32,furniture/equipment,1123.0,A63,A73,4.0,A92,none,4.0,A123,29.0,none,rent,1.0,unskilled-resident,1,0,1,0,0,0,1
A11,48,A34,used car,6331.0,A61,A75,4.0,A93,none,4.0,A124,46.0,none,free,2.0,skilled_employee,1,1,1,0,1,1,1
A13,24,A32,radio/television,1377.0,A62,A75,4.0,A92,none,2.0,A124,47.0,none,free,1.0,skilled_employee,1,1,1,1,0,1,1
A12,30,A33,business,2503.0,A62,A75,4.0,A93,none,2.0,A122,41.0,stores,own,2.0,skilled_employee,1,0,1,1,1,1,1
A12,27,A32,business,2528.0,A61,A72,4.0,A92,none,1.0,A122,32.0,none,own,1.0,skilled_employee,2,1,1,1,0,1,1
A14,15,A32,new car,5324.0,A63,A75,1.0,A92,none,4.0,A124,35.0,none,free,1.0,skilled_employee,1,0,1,1,0,0,1
A12,48,A32,new car,6560.0,A62,A74,3.0,A93,none,2.0,A122,24.0,none,own,1.0,skilled_employee,1,0,1,0,1,1,1
A12,12,A30,furniture/equipment,2969.0,A61,A72,4.0,A92,none,3.0,A122,25.0,none,rent,2.0,skilled_employee,1,0,1,0,0,1,1
A12,9,A32,radio/television,1206.0,A61,A75,4.0,A92,none,4.0,A121,25.0,none,own,1.0,skilled_employee,1,0,1,1,0,1,1
A12,9,A32,radio/television,2118.0,A61,A73,2.0,A93,none,2.0,A121,37.0,none,own,1.0,unskilled-resident,2,0,1,1,1,1,1
A14,18,A34,radio/television,629.0,A63,A75,4.0,A93,none,3.0,A122,32.0,bank,own,2.0,management/self-employed,1,1,1,1,1,0,1
A11,6,A31,education,1198.0,A61,A75,4.0,A92,none,4.0,A124,35.0,none,free,1.0,skilled_employee,1,0,1,0,0,1,1
A14,21,A32,used car,2476.0,A65,A75,4.0,A93,none,4.0,A121,46.0,none,own,1.0,management/self-employed,1,1,1,1,1,0,0
A11,9,A34,radio/television,1138.0,A61,A73,4.0,A93,none,4.0,A121,25.0,none,own,2.0,unskilled-resident,1,0,1,1,1,1,1
A12,60,A32,new car,14027.0,A61,A74,4.0,A93,none,2.0,A124,27.0,none,own,1.0,management/self-employed,1,1,1,0,1,1,1
A14,30,A34,used car,7596.0,A65,A75,1.0,A93,none,4.0,A123,63.0,none,own,2.0,skilled_employee,1,0,1,1,1,0,0
A14,30,A34,radio/television,3077.0,A65,A75,3.0,A93,none,2.0,A123,40.0,none,own,2.0,skilled_employee,2,1,1,1,1,0,0
A14,18,A32,radio/television,1505.0,A61,A73,4.0,A93,none,2.0,A124,32.0,none,free,1.0,management/self-employed,1,1,1,1,1,0,1
A13,24,A34,radio/television,3148.0,A65,A73,3.0,A93,none,2.0,A123,31.0,none,own,2.0,skilled_employee,1,1,1,1,1,1,0
A12,20,A30,used car,6148.0,A62,A75,3.0,A94,none,4.0,A123,31.0,bank,own,2.0,skilled_employee,1,1,1,1,1,1,1
A13,9,A30,radio/television,1337.0,A61,A72,4.0,A93,none,2.0,A123,34.0,none,own,2.0,management/self-employed,1,1,1,0,1,1,1
A12,6,A31,education,433.0,A64,A72,4.0,A92,none,2.0,A122,24.0,bank,rent,1.0,skilled_employee,2,0,1,0,0,1,1
A11,12,A32,new car,1228.0,A61,A73,4.0,A92,none,2.0,A121,24.0,none,own,1.0,unskilled-resident,1,0,1,0,0,1,1
A12,9,A32,radio/television,790.0,A63,A73,4.0,A92,none,3.0,A121,66.0,none,own,1.0,unskilled-resident,1,0,1,1,0,1,1
A14,27,A32,new car,2570.0,A61,A73,3.0,A92,none,3.0,A121,21.0,none,rent,1.0,skilled_employee,1,0,1,0,0,0,1
A14,6,A34,new car,250.0,A64,A73,2.0,A92,none,2.0,A121,41.0,bank,own,2.0,unskilled-resident,1,0,1,1,0,0,1
A14,15,A34,radio/television,1316.0,A63,A73,2.0,A94,none,2.0,A122,47.0,none,own,2.0,unskilled-resident,1,0,1,1,1,0,1
A11,18,A32,radio/television,1882.0,A61,A73,4.0,A92,none,4.0,A123,25.0,bank,rent,2.0,skilled_employee,1,0,1,0,0,1,1
A12,48,A31,business,6416.0,A61,A75,4.0,A92,none,3.0,A124,59.0,none,rent,1.0,skilled_employee,1,0,1,0,0,1,1
A13,24,A34,business,1275.0,A64,A73,2.0,A91,none,4.0,A121,36.0,none,own,2.0,skilled_employee,1,1,1,1,1,1,1
A12,24,A33,radio/television,6403.0,A61,A72,1.0,A93,none,2.0,A123,33.0,none,own,1.0,skilled_employee,1,0,1,1,1,1,1
A11,24,A32,radio/television,1987.0,A61,A73,2.0,A93,none,4.0,A121,21.0,none,rent,1.0,unskilled-resident,2,0,1,0,1,1,1
A12,8,A32,radio/television,760.0,A61,A74,4.0,A92,guarantor,2.0,A121,44.0,none,own,1.0,unskilled-resident,1,0,1,1,0,1,1
A14,24,A32,used car,2603.0,A64,A73,2.0,A92,none,4.0,A123,28.0,none,rent,1.0,skilled_employee,1,1,1,1,0,0,1
A14,4,A34,new car,3380.0,A61,A74,1.0,A92,none,1.0,A121,37.0,none,own,1.0,skilled_employee,2,0,1,1,0,0,1
A12,36,A31,domestic appliances,3990.0,A65,A72,3.0,A92,none,2.0,A124,29.0,bank,own,1.0,unemployed/unskilled,1,0,1,1,0,1,0
A12,24,A32,used car,11560.0,A61,A73,1.0,A92,none,4.0,A123,23.0,none,rent,2.0,management/self-employed,1,0,1,0,0,1,1
A11,18,A32,new car,4380.0,A62,A73,3.0,A93,none,4.0,A123,35.0,none,own,1.0,unskilled-resident,2,1,1,1,1,1,1
A14,6,A34,new car,6761.0,A61,A74,1.0,A93,none,3.0,A124,45.0,none,own,2.0,management/self-employed,2,1,1,1,1,0,1
A12,30,A30,business,4280.0,A62,A73,4.0,A92,none,4.0,A123,26.0,none,rent,2.0,unskilled-resident,1,0,1,0,0,1,1
A11,24,A31,new car,2325.0,A62,A74,2.0,A93,none,3.0,A123,32.0,bank,own,1.0,skilled_employee,1,0,1,1,1,1,1
A12,10,A31,radio/television,1048.0,A61,A73,4.0,A93,none,4.0,A121,23.0,stores,own,1.0,unskilled-resident,1,0,1,1,1,1,1
A14,21,A32,radio/television,3160.0,A65,A75,4.0,A93,none,3.0,A122,41.0,none,own,1.0,skilled_employee,1,1,1,1,1,0,0
A11,24,A31,furniture/equipment,2483.0,A63,A73,4.0,A93,none,4.0,A121,22.0,stores,own,1.0,skilled_employee,1,1,1,1,1,1,1
A11,39,A34,furniture/equipment,14179.0,A65,A74,4.0,A93,none,4.0,A122,30.0,none,own,2.0,management/self-employed,1,1,1,1,1,1,0
A11,13,A34,business,1797.0,A61,A72,3.0,A93,none,1.0,A122,28.0,bank,own,2.0,unskilled-resident,1,0,1,1,1,1,1
A11,15,A32,new car,2511.0,A61,A71,1.0,A92,none,4.0,A123,23.0,none,rent,1.0,skilled_employee,1,0,1,1,0,1,1
A11,12,A32,new car,1274.0,A61,A72,3.0,A92,none,1.0,A121,37.0,none,own,1.0,unskilled-resident,1,0,1,0,0,1,1
A14,21,A32,used car,5248.0,A65,A73,1.0,A93,none,3.0,A123,26.0,none,own,1.0,skilled_employee,1,0,1,1,1,0,0
A14,15,A32,used car,3029.0,A61,A74,2.0,A93,none,2.0,A123,33.0,none,own,1.0,skilled_employee,1,0,1,1,1,0,1
A11,6,A32,furniture/equipment,428.0,A61,A75,2.0,A92,none,1.0,A122,49.0,bank,own,1.0,skilled_employee,1,1,1,1,0,1,1
A11,18,A32,new car,976.0,A61,A72,1.0,A92,none,2.0,A123,23.0,none,own,1.0,unskilled-resident,1,0,1,0,0,1,1
A12,12,A32,business,841.0,A62,A74,2.0,A92,none,4.0,A121,23.0,none,rent,1.0,unskilled-resident,1,0,1,1,0,1,1
A14,30,A34,radio/television,5771.0,A61,A74,4.0,A92,none,2.0,A123,25.0,none,own,2.0,skilled_employee,1,0,1,1,0,0,1
A14,12,A33,repairs,1555.0,A64,A75,4.0,A93,none,4.0,A124,55.0,none,free,2.0,skilled_employee,2,0,1,0,1,0,1
